time_utc,12.7x55mm PS12B,5.56x45mm M995,5.7x28mm SS190,5.8x42mm DVC12,6.8x51mm Hybrid,7.62x39mm AP,7.62x51mm M62,7.62x54R BT,9x39mm BP,4.6x30mm AP SX,盒装挂耳咖啡
2025-09-21 18:00:00+00:00,5683.0,3627.0,4377.0,4515.0,4789.0,2871.0,4767.0,3214.0,4809.0,3997.0,284937.0
2025-09-21 20:00:00+00:00,5503.0,3692.0,4832.0,4795.0,4884.0,2871.0,4767.0,3214.0,4939.0,3887.0,284937.0
2025-09-21 22:00:00+00:00,5143.0,3432.0,5027.0,4235.0,4409.0,2871.0,4667.0,3214.0,4354.0,3337.0,289322.0
2025-09-22 00:00:00+00:00,5143.0,3367.0,4117.0,4095.0,4124.0,2871.0,4567.0,3214.0,4159.0,3282.0,289322.0
2025-09-22 02:00:00+00:00,4963.0,3367.0,4247.0,4165.0,4124.0,2871.0,4567.0,3214.0,4289.0,3392.0,289322.0
2025-09-22 04:00:00+00:00,4963.0,3367.0,4247.0,4235.0,4219.0,2871.0,4567.0,3214.0,4354.0,3502.0,289322.0
2025-09-22 06:00:00+00:00,5143.0,3367.0,4247.0,4515.0,4409.0,2871.0,4667.0,3214.0,4744.0,3887.0,289322.0
2025-09-22 08:00:00+00:00,5143.0,3432.0,4247.0,4515.0,4409.0,2871.0,4767.0,3094.0,4679.0,3612.0,289322.0
2025-09-22 10:00:00+00:00,5143.0,3432.0,4182.0,4375.0,4409.0,2796.0,4767.0,3214.0,4549.0,3392.0,289322.0
2025-09-22 12:00:00+00:00,5503.0,3432.0,4182.0,4445.0,4409.0,2871.0,4767.0,3214.0,4614.0,3722.0,289322.0
2025-09-22 14:00:00+00:00,5323.0,3432.0,4312.0,4445.0,4409.0,2796.0,4767.0,3214.0,4679.0,3777.0,289322.0
2025-09-22 16:00:00+00:00,5683.0,3432.0,4442.0,4445.0,4409.0,2796.0,4767.0,3574.0,4679.0,3777.0,289322.0
2025-09-22 18:00:00+00:00,6223.0,3562.0,4507.0,4935.0,4884.0,2871.0,4767.0,3574.0,4939.0,3942.0,284937.0
2025-09-22 20:00:00+00:00,6223.0,3692.0,4702.0,4865.0,4884.0,2871.0,4767.0,3454.0,4939.0,3832.0,284937.0
2025-09-22 22:00:00+00:00,5143.0,3432.0,4637.0,4165.0,4504.0,2871.0,4667.0,3454.0,4354.0,3337.0,289322.0
2025-09-23 00:00:00+00:00,5143.0,3367.0,4637.0,4165.0,4314.0,2871.0,4567.0,3454.0,4224.0,3282.0,289322.0
2025-09-23 02:00:00+00:00,5143.0,3302.0,4052.0,4165.0,4314.0,2796.0,4567.0,3454.0,4224.0,3392.0,289322.0
2025-09-23 04:00:00+00:00,5323.0,3302.0,4442.0,4305.0,4314.0,2796.0,4567.0,3454.0,4419.0,3502.0,289322.0
2025-09-23 06:00:00+00:00,5503.0,3367.0,4247.0,4585.0,4504.0,2871.0,4767.0,3334.0,4744.0,3887.0,289322.0
2025-09-23 08:00:00+00:00,5323.0,3367.0,4247.0,4515.0,4599.0,2796.0,4767.0,3454.0,4679.0,3777.0,289322.0
2025-09-23 10:00:00+00:00,4963.0,3367.0,4052.0,4305.0,4599.0,2871.0,4767.0,3334.0,4549.0,3502.0,293707.0
2025-09-23 12:00:00+00:00,5503.0,3367.0,4312.0,4445.0,4599.0,2871.0,4767.0,3334.0,4549.0,3777.0,293707.0
2025-09-23 14:00:00+00:00,5503.0,3367.0,4312.0,4445.0,4504.0,2796.0,4767.0,3334.0,4679.0,3832.0,289322.0
2025-09-23 16:00:00+00:00,5863.0,3432.0,4572.0,4445.0,4599.0,2871.0,4767.0,3334.0,4744.0,3832.0,280552.0
2025-09-23 18:00:00+00:00,6043.0,3562.0,4377.0,4655.0,5074.0,2871.0,4867.0,3334.0,4874.0,3832.0,284937.0
2025-09-23 20:00:00+00:00,5503.0,3692.0,4702.0,4795.0,5074.0,2871.0,4867.0,3214.0,4874.0,3722.0,284937.0
2025-09-23 22:00:00+00:00,5323.0,3497.0,4312.0,4165.0,4694.0,2871.0,4767.0,3454.0,4289.0,3227.0,289322.0
2025-09-24 00:00:00+00:00,5143.0,3432.0,4117.0,4165.0,4599.0,2796.0,4567.0,3334.0,4224.0,3172.0,289322.0
2025-09-24 02:00:00+00:00,5323.0,3367.0,4442.0,4235.0,4504.0,2796.0,4567.0,3334.0,4224.0,3337.0,289322.0
2025-09-24 04:00:00+00:00,5323.0,3367.0,4832.0,4375.0,4599.0,2796.0,4567.0,3334.0,4549.0,3447.0,289322.0
