time_utc,6.8x51mm Hybrid,7.62x51mm M62,7.62x54R BT,5.8x42mm DVC12,5.7x28mm SS190,7.62x39mm AP,9x39mm BP,4.6x30mm AP SX,12.7x55mm PS12B,5.56x45mm M995
2025-09-21 18:00:00+00:00,,,,,,,,,,
2025-09-22 00:00:00+00:00,,,,,,,,,,
2025-09-22 06:00:00+00:00,,,,,,,,,,
2025-09-22 12:00:00+00:00,,,,,,,,,,
2025-09-22 18:00:00+00:00,,,,,,,,,,
2025-09-23 00:00:00+00:00,,,,,,,,,,
2025-09-23 06:00:00+00:00,,,,,,,,,,
2025-09-23 12:00:00+00:00,,,,,,,,,,
2025-09-23 18:00:00+00:00,,,,,,,,,,
2025-09-24 00:00:00+00:00,,,,,,,,,,
2025-09-24 06:00:00+00:00,,,,,,,,,,
2025-09-24 12:00:00+00:00,,,,,,,,,,
2025-09-24 18:00:00+00:00,,,,,,,,,,
2025-09-25 00:00:00+00:00,,,,,,,,,,
2025-09-25 06:00:00+00:00,,,,,,,,,,
2025-09-25 12:00:00+00:00,,,,,,,,,,
2025-09-25 18:00:00+00:00,,,,,,,,,,
2025-09-26 00:00:00+00:00,,,,,,,,,,
2025-09-26 06:00:00+00:00,,,,,,,,,,
2025-09-26 12:00:00+00:00,,,,,,,,,,
2025-09-26 18:00:00+00:00,,,,,,,,,,
2025-09-27 00:00:00+00:00,,,,,,,,,,
2025-09-27 06:00:00+00:00,,,,,,,,,,
2025-09-27 12:00:00+00:00,,,,,,,,,,
2025-09-27 18:00:00+00:00,,,,,,,,,,
2025-09-28 00:00:00+00:00,,,,,,,,,,
2025-09-28 06:00:00+00:00,,,,,,,,,,
2025-09-28 12:00:00+00:00,,,,,,,,,,
2025-09-28 18:00:00+00:00,,,,,,,,,,
2025-09-29 00:00:00+00:00,,,,,,,,,,
2025-09-29 06:00:00+00:00,,,,,,,,,,
2025-09-29 12:00:00+00:00,,,,,,,,,,
2025-09-29 18:00:00+00:00,,,,,,,,,,
2025-09-30 00:00:00+00:00,,,,,,,,,,
2025-09-30 06:00:00+00:00,,,,,,,,,,
2025-09-30 12:00:00+00:00,,,,,,,,,,
